microsegundo,3.16856780735108E-14,1000000000000,1E-04,1E-07,1E-05,1.15731939163498E-11,9.99923954372624E-25,1000000000,9.99923954372624E-16,9.99923954372623E-09,2.77756653992395E-10,9.99923954372623E-13,3.80487959442332E-13,1,0.001,1.66653992395437E-08,1000,9.99923954372624E-22,1000000,9.99923954372624E-10,1E-06,1.65331432192649E-12,9.99923954372624E-19,1E+018,9.99923954372624E-31,1E+015,9.99923954372624E-28
milisegundo,3.16856780735108E-11,1E+015,0.1,0.0001,0.01,1.15731939163498E-08,9.99923954372624E-22,1000000000000,9.99923954372624E-13,9.99923954372624E-06,2.77756653992395E-07,9.99923954372623E-10,3.80487959442332E-10,1000,1,1.66653992395437E-05,1000000,9.99923954372623E-19,1000000000,9.99923954372624E-07,0.001,1.65331432192649E-09,9.99923954372624E-16,1E+021,9.99923954372624E-28,1E+018,9.99923954372624E-25
minuto,1.90128526884174E-06,6.00045630846452E+019,6000.45630846452,6.00045630846452,600.045630846452,0.000694444444444,6E-17,6.00045630846452E+016,6E-08,0.6,0.016666666666667,6E-05,2.28310137653053E-05,60004563.0846452,60004.5630846452,1,60004563084.6452,6E-14,60004563084645.2,0.06,60.0045630846452,9.92064035287855E-05,6E-11,6.00045630846452E+025,6E-23,6.00045630846452E+022,6E-20
nanosegundo,3.16856780735108E-17,1000000000,1E-07,1E-10,1E-08,1.15731939163498E-14,9.99923954372624E-28,1000000,9.99923954372624E-19,9.99923954372624E-12,2.77756653992395E-13,9.99923954372624E-16,3.80487959442332E-16,0.001,1E-06,1.66653992395437E-11,1,9.99923954372623E-25,1000,9.99923954372624E-13,1E-09,1.65331432192649E-15,9.99923954372624E-22,1E+015,9.99923954372624E-34,1000000000000,9.99923954372624E-31
petasegundo,31688087.8140289,1.00007605141075E+033,1.00007605141075E+017,100007605141075,1.00007605141075E+016,11574074074.0741,0.001,1.00007605141075E+030,1000000,10000000000000,277777777777.778,1000000000,380516896.088422,1.00007605141075E+021,1.00007605141075E+018,16666666666666.7,1.00007605141075E+024,1,1.00007605141075E+027,1000000000000,1000076051410754,1653440058.81309,1000,1.00007605141075E+039,1E-09,1.00007605141075E+036,1E-06
picosegundo,3.16856780735108E-20,1000000,1E-10,1E-13,1E-11,1.15731939163498E-17,9.99923954372624E-31,1000,9.99923954372624E-22,9.99923954372623E-15,2.77756653992395E-16,9.99923954372624E-19,3.80487959442332E-19,1E-06,1E-09,1.66653992395437E-14,0.001,9.99923954372624E-28,1,9.99923954372624E-16,1E-12,1.65331432192649E-18,9.99923954372624E-25,1000000000000,9.99923954372624E-37,1000000000,9.99923954372624E-34
quilosegundo,3.16880878140289E-05,1.00007605141075E+021,100007.605141075,100.007605141075,10000.7605141075,0.011574074074074,1E-15,1.00007605141075E+018,1E-06,10,0.277777777777778,0.001,0.000380516896088,1000076051.41075,1000076.05141075,16.6666666666667,1000076051410.75,1E-12,1.00007605141075E+015,1,1000.07605141075,0.001653440058813,1E-09,1.00007605141075E+027,1E-21,1.00007605141075E+024,1E-18
segundo,3.16856780735108E-08,1E+018,100,0.1,10,1.15731939163498E-05,9.99923954372624E-19,1E+015,9.99923954372624E-10,0.009999239543726,0.000277756653992,9.99923954372624E-07,3.80487959442332E-07,1000000,1000,0.016665399239544,1000000000,9.99923954372624E-16,1000000000000,0.000999923954373,1,1.65331432192649E-06,9.99923954372624E-13,1E+024,9.99923954372624E-25,1E+021,9.99923954372624E-22
semana,0.019164945015773,6.04845664697788E+023,60484566.4697788,60484.5664697788,6048456.64697788,6.999996167011,6.0479966882975E-13,6.04845664697788E+020,0.00060479966883,6047.9966882975,167.999908008264,0.60479966882975,0.230136492738402,604845664697.788,604845664.697788,10079.9944804958,604845664697788,6.0479966882975E-10,6.04845664697788E+017,604.79966882975,604845.664697788,1,6.0479966882975E-07,6.04845664697788E+029,6.0479966882975E-19,6.04845664697788E+026,6.0479966882975E-16
terasegundo,31688.087814029,1.00007605141075E+030,100007605141075,100007605141.075,10000760514107.5,11574074.0740741,1E-06,1.00007605141075E+027,1000,10000000000,277777777.777778,1000000,380516.896088423,1.00007605141075E+018,1.00007605141075E+015,16666666666.6667,1.00007605141075E+021,0.001,1.00007605141075E+024,1000000000,1000076051410.75,1653440.05881309,1,1.00007605141075E+036,1E-12,1.00007605141075E+033,1E-09
yoctosegundo,3.16856780735108E-32,1E-06,1E-22,1E-25,1E-23,1.15731939163498E-29,9.99923954372624E-43,1E-09,9.99923954372624E-34,9.99923954372624E-27,2.77756653992395E-28,9.99923954372624E-31,3.80487959442332E-31,1E-18,1E-21,1.66653992395437E-26,1E-15,9.99923954372624E-40,1E-12,9.99923954372624E-28,1E-24,1.65331432192649E-30,9.99923954372623E-37,1,9.99923954372624E-49,0.001,9.99923954372624E-46
yottasegundo,3.16880878140289E+016,1.00007605141075E+042,1.00007605141075E+026,1.00007605141075E+023,1.00007605141075E+025,1.15740740740741E+019,1000000,1.00007605141075E+039,1E+015,1E+022,2.77777777777778E+020,1E+018,3.80516896088422E+017,1.00007605141075E+030,1.00007605141075E+027,1.66666666666667E+022,1.00007605141075E+033,1000000000,1.00007605141075E+036,1E+021,1.00007605141075E+024,1.65344005881309E+018,1000000000000,1.00007605141075E+048,1,1.00007605141075E+045,1000
zeptosegundo,3.16856780735108E-29,0.001,1E-19,1E-22,1E-20,1.15731939163498E-26,9.99923954372624E-40,1E-06,9.99923954372624E-31,9.99923954372624E-24,2.77756653992395E-25,9.99923954372624E-28,3.80487959442332E-28,1E-15,1E-18,1.66653992395437E-23,1E-12,9.99923954372624E-37,1E-09,9.99923954372624E-25,1E-21,1.65331432192649E-27,9.99923954372623E-34,1000,9.99923954372624E-46,1,9.99923954372624E-43
zettasegundo,31688087814028.9,1.00007605141075E+039,1.00007605141075E+023,1.00007605141075E+020,1.00007605141075E+022,1.15740740740741E+016,1000,1.00007605141075E+036,1000000000000,1E+019,2.77777777777778E+017,1E+015,380516896088422,1.00007605141075E+027,1.00007605141075E+024,1.66666666666667E+019,1.00007605141075E+030,1000000,1.00007605141075E+033,1E+018,1.00007605141075E+021,1.65344005881309E+015,1000000000,1.00007605141075E+045,0.001,1.00007605141075E+042,1
